"num_collec","id_echouage","id_mammifere","code_exam","code_capt","info_etat","date_obs","date_echou","localisation","esp_id","code_sexe","long_cm","age_age_mini","age_age","age_age_maxi","prec_long","lb_nom","prelevement_dispo","protocole","com_nom","com_coord_lat","com_coord_long","latitude","longitude","dept_code","code_zone","annee","classe","age_classe","trust"
"11907189",34724,43614,1,"0","M TP",2019-02-07,"2019-02-06","CAP FERRET",31,1,NA,NA,5.40833333333333,NA,"NULL","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"inconnue","5-6",NA
"11907190",35597,44781,1,"30","M FR",2019-01-14,"2019-01-14","ROYANNAIS",31,1,198,NA,10.4166666666667,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"180-199","10-11",NA
"11907192",35610,44786,1,"30","M FR",2019-01-14,"2019-01-14","PLAGE DU LION",31,1,208,NA,8.88690476190476,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"200-219","8-9",NA
"11907202",35325,44424,1,"0","M RE",2019-01-28,"2019-01-28","KRIESGMARINE",31,1,NA,NA,6.20833333333333,NA,"NULL","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"45.4561","-1.37028","33","A",2019,"inconnue","6-7",NA
"11907206",34883,43758,1,"0","M FR",2019-02-03,"2019-02-03","CANTINE NORD",31,1,120,NA,0.15,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"120-139","0-1",NA
"11907207",34724,43610,1,"0","M FR",2019-02-07,"2019-02-06","CAP FERRET",31,1,211,NA,9.125,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"200-219","9-10",NA
"11907208",35328,44426,1,"0","M PU",2019-01-28,"2019-01-28","JENNY",31,1,168,NA,2.46666666666667,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"45.4375","-1.37722","33","A",2019,"160-179","2-3",NA
"11907209",35340,44442,1,"30","M PU",2019-01-28,"2019-01-28","CENTRE",31,1,193,NA,12.15,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"180-199","12-13",NA
"11907210",34724,43596,1,"0","M TP",2019-02-07,"2019-02-06","CAP FERRET",31,2,169,NA,4.05416666666667,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"160-179","4-5",NA
"11907211",35333,44438,1,"0","M PU",2019-01-28,"2019-01-28","ROYANNAIS",31,2,194,NA,8.54761904761905,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"180-199","8-9",NA
"11907217",34820,43679,1,"0","M PU",2019-02-05,"2019-02-05","SUPER SUD",31,2,137,NA,0.4,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"120-139","0-1",NA
"11907218",35853,45084,1,"0","M PU",2019-03-10,"2019-03-10","ROYANNAIS",31,2,202,NA,10.202380952381,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"200-219","10-11",NA
"11907219",35846,45075,1,"0","M FR",2019-03-10,"2019-03-10","GRAND CROHOT",31,2,166,NA,2.225,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"160-179","2-3",NA
"11907222",35823,45050,1,"0","M TP",2019-03-10,"2019-03-10","SUPER SUD",31,2,NA,NA,11.5833333333333,NA,"NULL","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"inconnue","11-12",NA
"11907224",34838,43691,1,"0","M PU",2019-02-05,"2019-02-05","KRIESGMARINE",31,1,210,NA,8.16666666666667,NA,"Approximative","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"200-219","8-9",NA
"11907227",35865,45117,1,"0","M FR",2019-03-09,"2019-03-08","NC",31,1,173,NA,1.66666666666667,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"160-179","1-2",NA
"11907228",35865,45119,1,"40","M FR",2019-03-09,"2019-03-08","NC",31,2,208,NA,6.725,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"200-219","6-7",NA
"11907229",35883,45138,1,"40","M FR",2019-03-18,"2019-03-14","ACCES 5",31,1,NA,NA,2.07142857142857,NA,"NULL","Delphinus delphis","1","1","LA FAUTE-SUR-MER",46.31636,-1.31541,"NULL","NULL","85","A",2019,"inconnue","2-3",NA
"9912069",5986,8389,1,"0","M FR",1999-12-27,"1999-12-26","BRETIGNOLLES SUR MER",31,3,200,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",1999,"200-219",NA,NA
"UNKNOWN",11360,14737,1,"30","M PU",2008-01-31,"NULL","LA LETTE BLANCHE",31,2,206,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","VIELLE-SAINT-GIRONS",43.94476,-1.36288,"NULL","NULL","40","A",2008,"200-219",NA,NA
"UNKNOWN",11809,15271,1,"0","M FR",2008-07-07,"NULL","POINTE ST BARBE",31,2,152,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","CAMARET-SUR-MER",48.27006,-4.60661,"NULL","NULL","29","A",2008,"140-159",NA,NA
"UNKNOWN",13453,17022,1,"0","M PU",2011-02-16,"NULL","PLAGE",31,1,209,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2011,"200-219",NA,NA
"UNKNOWN",13460,17029,1,"0","M FR",2011-02-17,"NULL","ILE DE QUEMENES",31,1,215,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","ILE-MOLENE",48.39819,-4.95748,"NULL","NULL","29","A",2011,"200-219",NA,NA
"UNKNOWN",13549,17180,1,"0","M TP",2011-02-25,"NULL","CONTIS",31,1,179,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","SAINT-JULIEN-EN-BORN",44.08615,-1.32781,"NULL","NULL","40","A",2011,"160-179",NA,NA
"UNKNOWN",13617,17264,1,"0","M TP",2011-03-04,"NULL","NULL",31,1,171,NA,NA,NA,"Approximative","Delphinus delphis","1","NULL","BIDART",43.44209,-1.59191,"NULL","NULL","64","A",2011,"160-179",NA,NA
"UNKNOWN",13618,17265,1,"0","M PU",2011-03-05,"2011-02-27","RNN BANC D'ARGUIN",31,2,203,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","LA TESTE",44.56442,-1.23492,"NULL","NULL","33","A",2011,"200-219",NA,NA
"UNKNOWN",13765,17423,1,"0","M PU",2011-05-23,"NULL","PLAGE DU LOCH",31,1,160,NA,NA,NA,"Approximative","Delphinus delphis","1","NULL","GUIDEL",47.76045,-3.51911,"47.7494","-3.51013","56","A",2011,"160-179",NA,NA
"UNKNOWN",14034,17699,1,"0","M PU",2011-11-02,"NULL","PLAGE DE POISMOGUER",31,1,128,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","PLOUARZEL",48.4201,-4.79026,"NULL","NULL","29","A",2011,"120-139",NA,NA
"UNKNOWN",14463,18202,1,"40","M FR",2012-02-24,"2012-02-23","LA JAOUGUE",31,1,142,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","VIELLE-SAINT-GIRONS",43.94476,-1.36288,"30.3475","18.9906","40","A",2012,"140-159",NA,NA
"UNKNOWN",15259,19137,1,"inconnue","M FR",2013-01-08,"2013-01-07","NULL",31,1,178,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","LOCTUDY",47.80238,-4.18617,"NULL","NULL","29","A",2013,"160-179",NA,NA
"UNKNOWN",16350,20484,1,"inconnue","M PU",2013-12-23,"NULL","PLAGE DE TREZ BELLEC",31,2,180,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","TELGRUC-SUR-MER",48.20553,-4.36108,"NULL","NULL","29","A",2013,"180-199",NA,NA
"UNKNOWN",16655,21307,1,"0","M PU",2014-03-31,"2014-03-28","BIDART",31,2,115,NA,NA,NA,"Précise","Delphinus delphis","1","1","BIDART",43.44209,-1.59191,"NULL","NULL","64","A",2014,"100-119",NA,NA
"UNKNOWN",17607,22365,1,"40","M FR",2015-02-28,"2015-02-27","NULL",31,1,175,NA,NA,NA,"Précise","Delphinus delphis","1","2","SAINT-MICHEL-EN-GREVE",48.684,-3.5676,"NULL","NULL","22","N",2015,"160-179",NA,NA
"UNKNOWN",17610,22368,1,"30","M PU",2015-02-27,"2015-02-27","LE RIS",31,2,204,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","DOUARNENEZ",48.09763,-4.32685,"NULL","NULL","29","A",2015,"200-219",NA,NA
"11512130",17626,22388,1,"30","M FR",2015-02-21,"2015-02-21","POSTE DE SECOURS",31,1,205,NA,NA,NA,"Précise","Delphinus delphis","1","1","LIT-ET-MIXE",44.029,-1.34042,"NULL","NULL","40","A",2015,"200-219",NA,NA
"11512162",17964,22752,1,"0","M PU",2015-12-27,"2015-12-26","COIN DE BAISE",31,2,153,NA,1.725,NA,"Précise","Delphinus delphis","1","1","BARBATRE",46.93028,-2.17158,"46.9075","-2.16392","85","A",2015,"140-159","1-2",NA
"UNKNOWN",17972,22760,1,"30","M PU",2015-12-17,"2015-12-16","GOULPHAR",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","BANGOR",47.29859,-3.18944,"NULL","NULL","56","A",2015,"inconnue",NA,NA
"UNKNOWN",18224,23017,1,"0","M FR",2015-03-02,"2015-03-02","PENTREZ",31,1,188,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","SAINT-NIC",48.19774,-4.30019,"48.1891","-4.29967","29","A",2015,"180-199",NA,NA
"UNKNOWN",18286,23080,1,"0","M PU",2015-01-16,"2015-01-15","ILE SEGAL",31,1,190,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","PLOUARZEL",48.4201,-4.79026,"NULL","NULL","29","A",2015,"180-199",NA,NA
"UNKNOWN",18498,23292,1,"30","M PU",2016-03-14,"2016-03-11","VEAUGOUT",31,2,192,NA,NA,NA,"Précise","Delphinus delphis","1","1","PLOUGUERNEAU",48.6294,-4.52945,"NULL","NULL","29","A",2016,"180-199",NA,NA
"UNKNOWN",18616,23451,1,"30","M PU",2016-03-07,"2016-03-07","CENTRALE",31,1,195,NA,NA,NA,"Précise","Delphinus delphis","1","1","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",2016,"180-199",NA,NA
"UNKNOWN",18821,23747,1,"0","M PU",2016-02-24,"2016-02-21","POINTE ESPAGNOLE",31,1,215,NA,NA,NA,"Approximative","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2016,"200-219",NA,NA
"UNKNOWN",19093,24034,1,"0","M TP",2016-02-17,"2016-02-11","ETANG",31,1,174,NA,NA,NA,"Précise","Delphinus delphis","1","1","PORNIC",47.11503,-2.12299,"NULL","NULL","44","A",2016,"160-179",NA,NA
"11612234",19237,24181,1,"0","M PU",2016-02-16,"2016-02-08","LE MIDI",31,1,205,NA,NA,NA,"Précise","Delphinus delphis","1","1","BARBATRE",46.93028,-2.17158,"46.9453","-2.1913","85","A",2016,"200-219",NA,NA
"UNKNOWN",19255,24205,1,"40","M PU",2016-02-15,"2016-02-11","LES CASERNES",31,1,217,NA,NA,NA,"Précise","Delphinus delphis","1","1","SEIGNOSSE",43.70916,-1.43629,"NULL","NULL","40","A",2016,"200-219",NA,NA
"UNKNOWN",19308,24279,1,"0","M TP",2016-02-13,"2016-02-13","ALEXANDRE",31,1,180,NA,NA,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2016,"180-199",NA,NA
"UNKNOWN",19327,24295,1,"0","M TP",2016-02-13,"2016-02-13","GRESSIER",31,1,210,NA,NA,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2016,"200-219",NA,NA
"UNKNOWN",19601,24619,1,"40","M PU",2016-02-08,"2016-02-05","LOQUELTAS",31,1,206,NA,NA,NA,"Précise","Delphinus delphis","1","1","LARMOR-PLAGE",47.70642,-3.38842,"NULL","NULL","56","A",2016,"200-219",NA,NA
"11712390",19668,24699,1,"40","M FR",2017-02-04,"NULL","GOLF",31,1,NA,NA,4.63333333333333,NA,"NULL","Delphinus delphis","1","2","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",2017,"inconnue","4-5",NA
"UNKNOWN",19938,25143,1,"0","M PU",2017-02-10,"2017-02-10","BLOCKHAUS NORD",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","VENSAC",45.40568,-1.16223,"45.3994","-1.15972","33","A",2017,"inconnue",NA,NA
"UNKNOWN",19967,25196,1,"0","M PU",2016-02-08,"2016-02-08","ALEXANDRE",31,1,180,NA,NA,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2016,"180-199",NA,NA
"UNKNOWN",19983,25212,1,"0","M TP",2016-02-07,"2016-02-07","CROHOT DE CABALE",31,2,170,NA,NA,NA,"Approximative","Delphinus delphis","1","1","CARCANS",45.0802,-1.19073,"NULL","NULL","33","A",2016,"160-179",NA,NA
"UNKNOWN",19986,25215,1,"40","M FR",2016-02-07,"2016-02-07","CENTRE",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","CARCANS",45.0802,-1.19073,"NULL","NULL","33","A",2016,"inconnue",NA,NA
"UNKNOWN",20145,25425,1,"0","M FR",2016-02-02,"2016-02-02","GRESSIER NORD",31,1,190,NA,NA,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2016,"180-199",NA,NA
"UNKNOWN",20166,25446,1,"40","M FR",2016-02-02,"2016-02-01","PLAGE DU BOURG",31,2,199,NA,NA,NA,"Précise","Delphinus delphis","1","2","PORSPODER",48.51091,-4.76656,"NULL","NULL","29","A",2016,"180-199",NA,NA
"UNKNOWN",20496,25776,1,"30","M PU",2016-04-18,"2016-04-17","DOTCHOT",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","BANGOR",47.29859,-3.18944,"NULL","NULL","56","A",2016,"inconnue",NA,NA
"UNKNOWN",20767,26086,1,"0","M FR",2016-02-02,"NULL","NULL",31,1,220,NA,NA,NA,"Précise","Delphinus delphis","1","1","PLOUGUERNEAU",48.6294,-4.52945,"NULL","NULL","29","A",2016,"220-239",NA,NA
"11612184",21258,26580,1,"40","M TP",2016-11-21,"2016-11-21","CHATELET",31,2,187,NA,NA,NA,"Approximative","Delphinus delphis","1","1","SAINT-MICHEL-CHEF-CHEF",47.17211,-2.16185,"NULL","NULL","44","A",2016,"180-199",NA,NA
"UNKNOWN",21288,26608,1,"40","M PU",2016-11-16,"2016-11-14","MENEZ HOM",31,1,179,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","KERLOUAN",48.65638,-4.39581,"48.6683","-4.37129","29","A",2016,"160-179",NA,NA
"11612183",21327,26644,1,"0","M TP",2016-11-11,"2016-11-11","PORT ROYAL",31,2,198,NA,NA,NA,"Précise","Delphinus delphis","1","2","LA BERNERIE-EN-RETZ",47.08746,-2.04653,"NULL","NULL","44","A",2016,"180-199",NA,NA
"11612164",21331,26650,1,"0","M FR",2016-11-10,"2016-11-10","LA LINIERE",31,1,180,NA,3.49166666666667,NA,"Précise","Delphinus delphis","1","2","NOIRMOUTIER-EN-L'ILE",47.02739,-2.25792,"47.0252","-2.2864","85","A",2016,"180-199","3-4",NA
"UNKNOWN",21459,26793,1,"40","M TP",2016-10-17,"2016-10-17","KERBINIGOU",31,1,163,NA,NA,NA,"Précise","Delphinus delphis","1","2","TREOGAT",47.90806,-4.37267,"47.896","-4.367","29","A",2016,"160-179",NA,NA
"UNKNOWN",21623,26969,1,"0","M FR",2016-09-15,"2016-09-15","PLAGE SUD",31,2,114,NA,NA,NA,"NULL","Delphinus delphis","1","2","SOULAC-SUR-MER",45.49397,-1.1423,"NULL","NULL","33","A",2016,"100-119",NA,NA
"11612180",21714,27060,1,"30","M PU",2016-08-31,"2016-08-31","DEPOT N°4 DE CONTIS",31,2,193,NA,14,NA,"Précise","Delphinus delphis","1","1","SAINT-JULIEN-EN-BORN",44.08615,-1.32781,"NULL","NULL","40","A",2016,"180-199","14-15",NA
"UNKNOWN",21813,27162,1,"0","M TP",2016-08-23,"2016-08-21","PLAGE AGON-COUTAINVILLE",31,1,216,NA,NA,NA,"Précise","Delphinus delphis","1","1","AGON-COUTAINVILLE",49.0125,-1.5888,"NULL","NULL","50","N",2016,"200-219",NA,NA
"UNKNOWN",21990,27342,1,"40","M PU",2016-08-17,"2016-08-17","NULL",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","2","PLOZEVET",47.97935,-4.44815,"NULL","NULL","29","A",2016,"inconnue",NA,NA
"UNKNOWN",22059,27417,1,"0","M PU",2016-05-19,"2016-05-19","ECOLE DE VOILE",31,1,138,NA,NA,NA,"Précise","Delphinus delphis","1","2","BREVILLE-SUR-MER",48.8677,-1.5756,"NULL","NULL","50","N",2016,"120-139",NA,NA
"11612160",22143,27504,1,"40","M FR",2016-08-07,"2016-08-07","PLAGE DU PIN SEC NORD",31,1,144,NA,1.2,NA,"Précise","Delphinus delphis","1","2","NAUJAC-SUR-MER",45.25671,-1.16936,"NULL","NULL","33","A",2016,"140-159","1-2",NA
"11612175",22355,27746,1,"0","M PU",2016-07-12,"2016-07-12","LE VIEUX PHARE LIGNE 46",31,1,200,NA,3.35,NA,"Précise","Delphinus delphis","1","2","LA TREMBLADE",45.79167,-1.23428,"45.7077","-1.23721","17","A",2016,"200-219","3-4",NA
"UNKNOWN",23148,28605,1,"0","M TP",2017-03-18,"2017-03-16","PORT BOURGENAY",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","TALMONT-SAINT-HILAIRE",46.45276,-1.69392,"NULL","NULL","85","A",2017,"inconnue",NA,NA
"UNKNOWN",23392,29032,1,"0","M TP",2017-03-03,"2017-03-02","BD TASSIGNY",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","CHATEAU-D'OLONNE",46.4818,-1.75916,"NULL","NULL","85","A",2017,"inconnue",NA,NA
"UNKNOWN",23579,29267,1,"0","M PU",2017-02-24,"NULL","NULL",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",2017,"inconnue",NA,NA
"11712382",25415,32462,1,"30","M FR",2017-11-23,"2017-11-21","SABLES BLANCS",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","2","PLOBANNALEC",47.79783,-4.23319,"NULL","NULL","29","A",2017,"inconnue",NA,NA
"UNKNOWN",25783,32809,1,"40","M PU",2017-12-17,"NULL","LE RES",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","DOUARNENEZ",48.09763,-4.32685,"NULL","NULL","29","A",2017,"inconnue",NA,NA
"11712391",26067,33108,1,"0","M PU",2017-10-23,"2017-10-23","LA CORMORANE",31,2,124,NA,0.35,NA,"Précise","Delphinus delphis","1","1","SAINT-MICHEL-CHEF-CHEF",47.17211,-2.16185,"NULL","NULL","44","A",2017,"120-139","0-1",NA
"11712468",27161,34283,1,"0","M FR",2017-04-13,"2017-04-11","NULL",31,1,118,NA,NA,NA,"Précise","Delphinus delphis","1","2","ANGLET",43.49316,-1.54405,"NULL","NULL","64","A",2017,"100-119",NA,NA
"11712442",27271,34402,1,"0","M FR",2017-04-09,"2017-04-09","LE PONT DU FENAUD",31,1,129,NA,1.35,NA,"Précise","Delphinus delphis","1","1","LOIX",46.22544,-1.44437,"NULL","NULL","17","A",2017,"120-139","1-2",NA
"UNKNOWN",27539,34673,1,"0","M TP",2017-02-09,"2017-02-09","ILE SAINT LAURENT",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","PORSPODER",48.51091,-4.76656,"48.519","-4.77212","29","A",2017,"inconnue",NA,NA
"11712215",27562,34695,1,"40","M PU",2017-02-06,"2017-02-05","LE STER",31,1,127,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","PENMARCH",47.81282,-4.3668,"NULL","NULL","29","A",2017,"120-139",NA,NA
"11812261",29082,36402,1,"0","M PU",2018-03-29,"2018-03-28","CASERNES",31,1,156,NA,2.875,NA,"Approximative","Delphinus delphis","1","1","SEIGNOSSE",43.70916,-1.43629,"NULL","NULL","40","A",2018,"140-159","2-3",NA
"UNKNOWN",30247,37754,1,"0","M FR",2018-03-08,"2018-03-08","KERVIJEN",31,1,228,NA,NA,NA,"Précise","Delphinus delphis","1","NULL","PLOMODIERN",48.18106,-4.29226,"NULL","NULL","29","A",2018,"220-239",NA,NA
"UNKNOWN",30273,37785,1,"30","M PU",2018-03-08,"2018-03-07","CORSEN",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","PLOUARZEL",48.4201,-4.79026,"NULL","NULL","29","A",2018,"inconnue",NA,NA
"UNKNOWN",30518,38048,1,"0","M FR",2018-02-08,"NULL","COZ PORS",31,1,210,NA,NA,NA,"Précise","Delphinus delphis","1","1","TREGASTEL",48.8301,-3.5227,"NULL","NULL","22","N",2018,"200-219",NA,NA
"UNKNOWN",30976,38604,1,"0","M",2018-02-12,"2018-02-08","NULL",31,1,140,NA,NA,NA,"Approximative","Delphinus delphis","1","NULL","PLOUGASNOU",48.69567,-3.84242,"48.7024","-3.77819","29","A",2018,"140-159",NA,NA
"11812258",31792,39718,1,"0","M PU",2018-04-05,"2018-04-05","NULL",31,1,134,NA,0.2,NA,"Précise","Delphinus delphis","1","1","VIELLE-SAINT-GIRONS",43.94476,-1.36288,"NULL","NULL","40","A",2018,"120-139","0-1",NA
"11812260",31972,39946,1,"0","M TP",2018-12-22,"2018-12-20","NULL",31,2,208,NA,11.1333333333333,NA,"Précise","Delphinus delphis","1","1","SEIGNOSSE",43.70916,-1.43629,"NULL","NULL","40","A",2018,"200-219","11-12",NA
"UNKNOWN",31990,39967,1,"0","M FR",2018-12-17,"2018-12-17","KERGUELEN",31,1,158,NA,NA,NA,"Précise","Delphinus delphis","1","1","LARMOR-PLAGE",47.70642,-3.38842,"47.7025","-3.4033","56","A",2018,"140-159",NA,NA
"UNKNOWN",32047,40024,1,"0","M PU",2018-12-10,"2018-12-10","NULL",31,1,223,NA,NA,NA,"Précise","Delphinus delphis","1","1","PLOUGUERNEAU",48.6294,-4.52945,"NULL","NULL","29","A",2018,"220-239",NA,NA
"11812165",33255,41967,1,"0","M FR",2018-05-06,"2018-05-06","CENTRE",31,2,130,NA,NA,NA,"Précise","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2018,"120-139",NA,NA
"UNKNOWN",34170,42915,1,"30","M FR",2019-02-19,"NULL","NULL",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","2","PLOUHINEC29",47.99825,-4.48355,"NULL","NULL","29","A",2019,"inconnue",NA,NA
"UNKNOWN",34583,43361,1,"0","M FR",2019-02-12,"2019-02-12","CONTIS",31,2,153,NA,NA,NA,"Précise","Delphinus delphis","1","1","SAINT-JULIEN-EN-BORN",44.08615,-1.32781,"44.4267","-1.58222","40","A",2019,"140-159",NA,NA
"UNKNOWN",36200,45554,1,"0","M TP",2019-03-12,"2019-03-10","CALE B",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"inconnue",NA,NA
"UNKNOWN",36203,45560,1,"0","M TP",2019-03-12,"2019-03-10","CALE A",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"inconnue",NA,NA
"UNKNOWN",36203,45566,1,"0","M TP",2019-03-12,"2019-03-10","CALE A",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"inconnue",NA,NA
"UNKNOWN",36306,45687,1,"0","M PU",2019-03-05,"2019-03-05","HAMEAU DENIS",31,1,148,NA,NA,NA,"Précise","Delphinus delphis","1","1","SURTAINVILLE",49.4576,-1.8279,"NULL","NULL","50","N",2019,"140-159",NA,NA
"UNKNOWN",36333,45717,1,"0","M TP",2019-03-12,"2019-03-09","GRONVAL",31,2,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","PLOVAN",47.93357,-4.39265,"NULL","NULL","29","A",2019,"inconnue",NA,NA
"UNKNOWN",36396,45810,1,"0","M PU",2019-03-04,"2019-03-03","HERLIN",31,1,NA,NA,NA,NA,"NULL","Delphinus delphis","1","1","BANGOR",47.29859,-3.18944,"47.3007","-3.19885","56","A",2019,"inconnue",NA,NA
"11912381",36842,46403,1,"0","M FR",2019-03-12,"2019-03-12","LA GRILLERE",31,2,135,NA,NA,NA,"Précise","Delphinus delphis","1","1","LA TRANCHE-SUR-MER",46.34606,-1.46728,"NULL","NULL","85","A",2019,"120-139",NA,NA
