"num_collec","id_echouage","id_mammifere","code_exam","code_capt","info_etat","date_obs","date_echou","localisation","esp_id","code_sexe","long_cm","age_age_mini","age_age","age_age_maxi","prec_long","lb_nom","prelevement_dispo","protocole","com_nom","com_coord_lat","com_coord_long","latitude","longitude","dept_code","code_zone","annee","classe","age_classe","trust"
"11803040",30543,38071,2,"30","M PU",2018-03-13,"2018-03-13","NULL",31,1,144,NA,2.8,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2018,"140-159","2-3",NA
"11803046",30591,38145,1,"30","M TP",2018-03-14,"2018-03-14","HOTEL FACE AUX FLOTS",31,3,186,NA,15.4166666666667,NA,"Approximative","Delphinus delphis","1","1","SAINT-PIERRE-D'OLERON",45.92233,-1.33204,"NULL","NULL","17","A",2018,"180-199","15-16",NA
"11803048",30599,38151,1,"0","M PU",2018-03-14,"2018-03-11","ENTRE SAINT-TROJAN-LES-BAINS ET LE GRAND-VILLAGE-PLAGE",31,2,190,NA,2.925,NA,"Approximative","Delphinus delphis","1","1","SAINT-TROJAN-LES-BAINS",45.80655,-1.24345,"NULL","NULL","17","A",2018,"180-199","2-3",NA
"11803049",30601,38155,1,"30","M PU",2018-03-14,"2018-03-14","NULL",31,2,116,NA,0.15,NA,"Précise","Delphinus delphis","1","1","SAINT-TROJAN-LES-BAINS",45.80655,-1.24345,"NULL","NULL","17","A",2018,"100-119","0-1",NA
"11803051",30644,38206,1,"40","M TP",2018-03-15,"2018-03-14","NULL",31,2,145,NA,2.35,NA,"Approximative","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2018,"140-159","2-3",NA
"11803061",30655,38231,1,"0","M TP",2018-03-15,"2018-03-14","NULL",31,1,199,NA,8.33333333333333,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"180-199","8-9",NA
"11803063",30658,38237,1,"30","M PU",2018-03-15,"2018-03-15","LA PAREE",31,1,205,NA,6.59166666666667,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"200-219","6-7",NA
"11803067",30667,38250,1,"0","M TP",2018-03-15,"2018-03-14","NULL",31,1,207,NA,NA,NA,"Approximative","Delphinus delphis","1","1","LA TRANCHE-SUR-MER",46.34606,-1.46728,"NULL","NULL","85","A",2018,"200-219",NA,NA
"11803070",30798,38414,1,"40","M TP",2018-03-20,"NULL","POINTE DE L'HERBAUDIERE",31,1,180,NA,3.51666666666667,NA,"Approximative","Delphinus delphis","1","1","NOIRMOUTIER-EN-L'ILE",47.02739,-2.25792,"NULL","NULL","85","A",2018,"180-199","3-4",NA
"11803072",30807,38424,1,"30","M TP",2018-03-20,"2018-03-19","ENTRE PLAGE DES GRANGES ET SAUVETERRE",31,1,184,NA,3.44285714285714,NA,"Précise","Delphinus delphis","1","1","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",2018,"180-199","3-4",NA
"11803073",30845,38470,1,"30","M TP",2018-03-22,"2018-03-17","NULL",31,1,198,NA,NA,NA,"Approximative","Delphinus delphis","1","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2018,"180-199",NA,NA
"11803074",30848,38471,1,"30","M PU",2018-03-22,"2018-03-19","NULL",31,2,184,NA,4.39166666666667,NA,"Précise","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2018,"180-199","4-5",NA
"11803075",30851,38477,1,"0","M PU",2018-03-22,"2018-03-19","NULL",31,1,164,NA,3.74166666666667,NA,"Approximative","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2018,"160-179","3-4",NA
"11803076",30840,38468,1,"30","M PU",2018-03-22,"2018-03-18","DERRIERE LE CAMPING DES DUNES",31,1,173,NA,3.5,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"160-179","3-4",NA
"11804081",31819,39766,1,"0","M TP",2018-04-04,"2018-04-01","BRETI 36",31,2,169,NA,3.3047619047619,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"160-179","3-4",NA
"11804082",31819,39769,1,"0","M TP",2018-04-04,"2018-04-01","BRETI 36",31,1,189,NA,5.21666666666667,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"180-199","5-6",NA
"11804083",31819,39772,1,"0","M TP",2018-04-04,"NULL","BRETI 36",31,2,203,NA,10.1666666666667,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"200-219","10-11",NA
"11804086",31822,39781,1,"40","M PU",2018-04-04,"2018-03-31","PARACOU",31,2,133,NA,0.457142857142857,NA,"Approximative","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2018,"120-139","0-1",NA
"11804087",31822,39784,1,"40","M PU",2018-04-04,"2018-03-31","PARACOU",31,2,203,NA,5.83333333333333,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2018,"200-219","5-6",NA
"11804090",31852,39820,1,"0","M PU",2018-04-03,"2018-03-30","SABLES VIGNES",31,2,169,NA,NA,NA,"Précise","Delphinus delphis","1","1","SAINT-GEORGES-D'OLERON",45.97554,-1.39298,"NULL","NULL","17","A",2018,"160-179",NA,NA
"11804091",31855,39823,1,"0","M PU",2018-04-03,"2018-03-30","DOMINO",31,2,178,NA,NA,NA,"Précise","Delphinus delphis","1","1","SAINT-GEORGES-D'OLERON",45.97554,-1.39298,"NULL","NULL","17","A",2018,"160-179",NA,NA
"11804094",31711,39604,1,"0","M TP",2018-04-09,"2018-04-06","LA PETITE SIRENE",31,1,176,NA,1.5,NA,"Précise","Delphinus delphis","1","1","ARS-EN-RE",46.21204,-1.50808,"NULL","NULL","17","A",2018,"160-179","1-2",NA
"11804096",31645,39508,1,"40","M TP",2018-04-10,"2018-04-06","NULL",31,1,184,NA,2.26428571428571,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"180-199","2-3",NA
"11804097",31645,39511,1,"40","M TP",2018-04-10,"2018-04-06","NULL",31,1,167,NA,4.38095238095238,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"160-179","4-5",NA
"11804098",31645,39514,1,"0","M RE",2018-04-10,"2018-04-06","NULL",31,2,168,NA,4.20833333333333,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"160-179","4-5",NA
"11804099",31645,39520,1,"30","M PU",2018-04-10,"2018-04-06","NULL",31,2,138,NA,2.2,NA,"Approximative","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"120-139","2-3",NA
"11804100",31645,39523,1,"40","M PU",2018-04-10,"2018-04-06","NULL",31,2,189,NA,3.70833333333333,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2018,"180-199","3-4",NA
"11809113",32554,40537,1,"30","M TP",2018-09-04,"2018-09-01","CALE DIGOLET",31,1,175,NA,1.91071428571429,NA,"Précise","Delphinus delphis","1","1","NIEUL-SUR-MER",46.21088,-1.1937,"NULL","NULL","17","A",2018,"160-179","1-2",NA
"11810115",32313,40296,2,"30","M FR",2018-10-04,"2018-10-04","SAINT GOUSTAN",31,1,175,NA,3.73333333333333,NA,"Précise","Delphinus delphis","1","2","LE CROISIC",47.29219,-2.54546,"NULL","NULL","44","A",2018,"160-179","3-4",NA
"11812132",30819,38440,1,"40","M PU",2018-03-21,"2018-03-21","LA GOURNAISE",31,1,192,NA,3.81666666666667,NA,"Précise","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"180-199","3-4",NA
"11812134",33145,41857,1,"0","M PU",2018-05-18,"2018-05-17","SABLES ROUIS",31,1,196,NA,5.80357142857143,NA,"Précise","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"180-199","5-6",NA
"11812135",32283,40266,1,"30","M FR",2018-10-13,"2018-10-12","PORT BIREN",31,2,159,NA,2,NA,"Précise","Delphinus delphis","1","1","LA TRINITE-SUR-MER",47.57559,-3.03158,"NULL","NULL","56","A",2018,"140-159","2-3",NA
"11812136",30873,38501,1,"40","M TP",2018-03-24,"2018-03-24","LES SAPINS",31,1,220,NA,4.60238095238095,NA,"Approximative","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"220-239","4-5",NA
"11812137",29108,36444,1,"40","M TP",2018-03-24,"2018-03-24","LES SABIAS",31,1,175,NA,11.25,NA,"Précise","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"160-179","11-12",NA
"11812138",30859,38488,1,"40","M TP",2018-03-23,"2018-03-23","LES SAPINS",31,2,185,NA,4.38333333333333,NA,"Approximative","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"180-199","4-5",NA
"11812139",30862,38491,1,"0","M PU",2018-03-23,"2018-03-23","POINTE DES CORBEAUX",31,1,210,NA,5.54166666666667,NA,"Précise","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"200-219","5-6",NA
"11812140",30862,38493,1,"0","M PU",2018-03-23,"NULL","POINTE DES CORBEAUX",31,1,195,NA,4.98452380952381,NA,"Précise","Delphinus delphis","1","1","ILE-D'YEU",46.71287,-2.33863,"NULL","NULL","85","A",2018,"180-199","4-5",NA
"11812144",31846,39814,1,"0","M TP",2018-04-04,"NULL","POINTE ESPAGNOLE",31,1,207,NA,4.525,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2018,"200-219","4-5",NA
"11812145",30309,37815,1,"0","M PU",2018-01-31,"NULL","COTE SAUVAGE LIGNE 30",31,1,217,NA,16.375,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2018,"200-219","16-17",NA
"11812146",31348,39181,1,"0","M TP",2018-02-28,"2018-02-27","NULL",31,2,184,NA,4.9,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2018,"180-199","4-5",NA
"11812150",32281,40264,1,"40","M TP",2018-10-15,"NULL","PORSCARN",31,1,NA,NA,10,NA,"NULL","Delphinus delphis","1","1","PENMARCH",47.81282,-4.3668,"NULL","NULL","29","A",2018,"inconnue","10-11",NA
"11812157",34412,43187,1,"0","M TP",2018-03-12,"2018-03-12","LA GRANGE",31,1,200,NA,8.49166666666667,NA,"Approximative","Delphinus delphis","1","1","ARS-EN-RE",46.21204,-1.50808,"NULL","NULL","17","A",2018,"200-219","8-9",NA
"11812158",34409,43184,1,"0","M PU",2018-03-12,"2018-03-12","DIGUE DU BOUTILLON",31,2,177,NA,2.625,NA,"Précise","Delphinus delphis","1","1","LA COUARDE-SUR-MER",46.19691,-1.43451,"NULL","NULL","17","A",2018,"160-179","2-3",NA
"11812159",34409,43181,1,"0","M PU",2018-03-12,"2018-03-12","DIGUE DU BOUTILLON",31,2,198,NA,13.4833333333333,NA,"Approximative","Delphinus delphis","1","1","LA COUARDE-SUR-MER",46.19691,-1.43451,"NULL","NULL","17","A",2018,"180-199","13-14",NA
"11812191",31866,39834,1,"40","M TP",2018-04-02,"2018-03-30","PROMENADE CLEMENCEAU",31,1,188,NA,4.75,NA,"Approximative","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2018,"180-199","4-5",NA
"11812197",30036,37503,1,"0","M FR",2018-01-17,"2018-01-16","TANCHET",31,1,167,NA,2.87708333333333,NA,"Précise","Delphinus delphis","1","1","CHATEAU-D'OLONNE",46.4818,-1.75916,"NULL","NULL","85","A",2018,"160-179","2-3",NA
"11812198",30012,37476,1,"40","M FR",2018-01-16,"NULL","GRANDE PLAGE",31,1,203,NA,4.83333333333333,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"46.4942","-1.78389","85","A",2018,"200-219","4-5",NA
"11901002",29742,37129,1,"0","M PU",2019-01-29,"2019-01-29","ANSE DE GODECHAUD",31,2,188,NA,5.24166666666667,NA,"Précise","Delphinus delphis","1","1","AYTRE",46.12734,-1.13091,"NULL","NULL","17","A",2019,"180-199","5-6",NA
"11901003",29794,37194,1,"40","M PU",2019-01-29,"2019-01-29","RONCE LES BAINS",31,1,184,NA,5.16904761904762,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2019,"180-199","5-6",NA
"11901004",29794,37199,1,"40","M PU",2019-01-29,"2019-01-29","RONCE LES BAINS",31,2,NA,NA,4.2,NA,"NULL","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2019,"inconnue","4-5",NA
"11901005",29791,37188,1,"0","M PU",2019-01-31,"2019-01-30","POINTE ESPAGNOLE",31,1,202,NA,8.79166666666667,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2019,"200-219","8-9",NA
"11901006",29791,37191,1,"40","M PU",2019-01-31,"2019-01-30","POINTE ESPAGNOLE",31,1,200,NA,5.79166666666667,NA,"Précise","Delphinus delphis","1","1","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2019,"200-219","5-6",NA
"11902011",29826,37284,2,"40","M PU",2019-02-12,"2019-02-09","GRANDE PLAGE",31,2,171,NA,2.76428571428571,NA,"Précise","Delphinus delphis","1","1","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",2019,"160-179","2-3",NA
"11902015",29801,37272,2,"30","M PU",2019-02-12,"NULL","AV DE LA CORNICHE",31,1,222,NA,NA,NA,"Précise","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"220-239",NA,NA
"11902018",29816,37260,2,"0","M PU",2019-02-12,"NULL","NULL",31,1,206,NA,NA,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2019,"200-219",NA,NA
"11902019",29816,37256,2,"0","M TP",2019-02-12,"NULL","NULL",31,1,204,NA,NA,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2019,"200-219",NA,NA
"11902020",29816,37244,2,"0","M TP",2019-02-12,"NULL","NULL",31,1,198,NA,NA,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2019,"180-199",NA,NA
"11902024",29810,37238,2,"0","M TP",2019-02-12,"NULL","NULL",31,1,224,NA,NA,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"220-239",NA,NA
"11902027",29810,37229,1,"0","M PU",2019-02-12,"NULL","NULL",31,2,185,NA,NA,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"180-199",NA,NA
"11902033",29804,37217,1,"0","M TP",2019-02-12,"NULL","PLAGE DU VEILLON",31,1,217,NA,NA,NA,"Précise","Delphinus delphis","1","1","TALMONT-SAINT-HILAIRE",46.45276,-1.69392,"NULL","NULL","85","A",2019,"200-219",NA,NA
"11902038",31160,38900,1,"30","M PU",2019-02-13,"2019-02-13","LA MINE",31,1,186,NA,NA,NA,"Approximative","Delphinus delphis","1","1","JARD-SUR-MER",46.41741,-1.60616,"NULL","NULL","85","A",2019,"180-199",NA,NA
"11902041",31185,38971,1,"0","M PU",2019-02-14,"2019-02-13","NULL",31,1,183,NA,4.75,NA,"Précise","Delphinus delphis","1","1","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",2019,"180-199","4-5",NA
"11902045",31182,38937,1,"40","M PU",2019-02-14,"2019-02-13","NULL",31,2,180,NA,3.48333333333333,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"180-199","3-4",NA
"11902049",31054,38740,1,"30","M PU",2019-02-18,"2019-02-17","PAS DU JARS",31,2,199,NA,12.4166666666667,NA,"Précise","Delphinus delphis","1","1","ARS-EN-RE",46.21204,-1.50808,"NULL","NULL","17","A",2019,"180-199","12-13",NA
"11902050",31048,38728,1,"0","M TP",2019-02-18,"2019-02-17","LA RICHARDIERE",31,2,188,NA,2.29166666666667,NA,"Précise","Delphinus delphis","1","1","MARSILLY",46.22837,-1.15962,"NULL","NULL","17","A",2019,"180-199","2-3",NA
"11902051",29788,37180,1,"30","M PU",2019-02-04,"2019-02-02","NULL",31,1,210,NA,4.70833333333333,NA,"Précise","Delphinus delphis","1","1","BOURCEFRANC-LE-CHAPUS",45.84163,-1.15339,"NULL","NULL","17","A",2019,"200-219","4-5",NA
"11902055",29829,37287,1,"0","M TP",2019-02-03,"2019-02-03","CHASSIRON",31,2,198,NA,NA,NA,"Précise","Delphinus delphis","1","1","SAINT-DENIS-D'OLERON",46.04764,-1.41003,"NULL","NULL","17","A",2019,"180-199",NA,NA
"11902056",29823,37281,1,"40","M PU",2019-02-03,"2019-02-03","LA MENOUNIERE",31,1,201,NA,10.8214285714286,NA,"Précise","Delphinus delphis","1","1","SAINT-PIERRE-D'OLERON",45.92233,-1.33204,"NULL","NULL","17","A",2019,"200-219","10-11",NA
"11903059",31204,39009,1,"30","M PU",2019-03-06,"2019-03-06","CALE 21",31,1,176,NA,5.20833333333333,NA,"Approximative","Delphinus delphis","1","1","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",2019,"160-179","5-6",NA
"11903060",31206,39012,1,"0","M TP",2019-03-06,"2019-03-05","CALE 11",31,1,210,NA,8.26190476190476,NA,"Précise","Delphinus delphis","1","1","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",2019,"200-219","8-9",NA
"11903069",31153,38968,1,"40","M TP",2019-03-06,"NULL","NULL",31,1,181,NA,2.33333333333333,NA,"Approximative","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"180-199","2-3",NA
"11903070",31153,38946,1,"40","M PU",2019-03-06,"NULL","NULL",31,1,215,NA,7.875,NA,"Précise","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"200-219","7-8",NA
"11903071",31153,38934,1,"40","M PU",2019-03-06,"NULL","NULL",31,1,195,NA,4.30714285714286,NA,"Précise","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"180-199","4-5",NA
"11903073",31153,38983,1,"0","M TP",2019-03-06,"NULL","NULL",31,2,186,NA,6.36904761904762,NA,"Approximative","Delphinus delphis","1","1","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2019,"180-199","6-7",NA
"11903077",31142,38873,1,"0","M PU",2019-03-07,"2019-03-06","LA NORMANDELIERE",31,1,173,NA,2.75,NA,"Précise","Delphinus delphis","1","1","BRETIGNOLLES-SUR-MER",46.63486,-1.88162,"NULL","NULL","85","A",2019,"160-179","2-3",NA
"11903079",31100,38807,1,"30","M FR",2019-03-07,"2019-03-06","LA PARACOU",31,2,128,NA,0.95625,NA,"Précise","Delphinus delphis","1","1","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"120-139","0-1",NA
"11903081",31091,38843,1,"30","M FR",2019-03-07,"2019-03-06","NULL",31,2,166,NA,6.58333333333333,NA,"Approximative","Delphinus delphis","1","2","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2019,"160-179","6-7",NA
"11903085",31139,38870,1,"40","M PU",2019-03-07,"2019-03-06","NULL",31,2,172,NA,5.26666666666667,NA,"Précise","Delphinus delphis","1","1","JARD-SUR-MER",46.41741,-1.60616,"NULL","NULL","85","A",2019,"160-179","5-6",NA
"11903089",31074,38772,1,"30","M TP",2019-03-10,"NULL","CHAUCRE",31,1,205,NA,10.3452380952381,NA,"Approximative","Delphinus delphis","1","1","SAINT-GEORGES-D'OLERON",45.97554,-1.39298,"NULL","NULL","17","A",2019,"200-219","10-11",NA
"11903094",31044,38712,1,"30","M PU",2019-03-11,"NULL","NULL",31,1,192,NA,6.29166666666667,NA,"Approximative","Delphinus delphis","1","2","DOLUS-D'OLERON",45.89531,-1.28015,"NULL","NULL","17","A",2019,"180-199","6-7",NA
"11903096",31041,38702,1,"30","M TP",2019-03-13,"NULL","CANTABRIA",31,1,200,NA,6.575,NA,"Approximative","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"200-219","6-7",NA
"11903097",31038,38700,1,"30","M FR",2019-03-13,"NULL","L'ALEXANDRE",31,1,NA,NA,1.275,NA,"NULL","Delphinus delphis","1","1","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2019,"inconnue","1-2",NA
"11903100",31029,38688,1,"0","M TP",2019-03-13,"NULL","CROHOT DE CAVALE",31,1,220,NA,14.4666666666667,NA,"Approximative","Delphinus delphis","1","1","CARCANS",45.0802,-1.19073,"NULL","NULL","33","A",2019,"220-239","14-15",NA
"11903103",31019,38710,1,"0","M PU",2019-03-13,"NULL","NULL",31,1,199,NA,9.5625,NA,"Précise","Delphinus delphis","1","1","HOURTIN",45.18286,-1.17922,"NULL","NULL","33","A",2019,"180-199","9-10",NA
"11903117",30992,38627,1,"30","M PU",2019-03-19,"2019-03-18","PLAGE DE PAPIN",31,1,154,NA,NA,NA,"Approximative","Delphinus delphis","1","1","L'HOUMEAU",46.19483,-1.19564,"NULL","NULL","17","A",2019,"140-159",NA,NA
"11906134",36510,45945,1,"0","M TP",2019-04-29,"2019-04-29","LE MOULLEAU",31,2,175,NA,8.28571428571429,NA,"Approximative","Delphinus delphis","1","1","ARCACHON",44.65413,-1.16756,"NULL","NULL","33","A",2019,"160-179","8-9",NA
"11906138",35324,44421,1,"0","M PU",2019-01-28,"NULL","LA SALIE NORD",31,1,206,NA,10.5416666666667,NA,"Précise","Delphinus delphis","1","1","LA TESTE",44.56442,-1.23492,"NULL","NULL","33","A",2019,"200-219","10-11",NA
"11906143",35805,45032,1,"0","M PU",2019-03-20,"2019-03-20","TRINCAT",31,2,178,NA,3.5,NA,"Approximative","Delphinus delphis","1","1","LA TESTE",44.56442,-1.23492,"NULL","NULL","33","A",2019,"160-179","3-4",NA
"11906146",36347,45729,1,"0","M PU",2019-03-05,"2019-03-03","CELM",31,1,207,NA,13.5119047619048,NA,"Précise","Delphinus delphis","1","1","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",2019,"200-219","13-14",NA
"11906147",36347,45732,1,"0","M PU",2019-03-05,"2019-03-03","CELM",31,1,210,NA,9.61666666666667,NA,"Précise","Delphinus delphis","1","1","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",2019,"200-219","9-10",NA
"11906151",36350,45753,1,"0","M PU",2019-03-05,"2019-03-04","GRAND CROHOT",31,2,197,NA,4.55,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"180-199","4-5",NA
"11906153",36350,45758,1,"0","M PU",2019-03-05,"2019-03-05","GRAND CROHOT",31,1,206,NA,9.29166666666667,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"200-219","9-10",NA
"11906154",36350,45761,1,"0","M PU",2019-03-05,"2019-03-04","GRAND CROHOT",31,1,206,NA,5.78333333333333,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"200-219","5-6",NA
"11906155",36419,45828,1,"0","M TP",2019-03-04,"2019-03-03","CELM",31,1,195,NA,4.81666666666667,NA,"Précise","Delphinus delphis","1","1","MIMIZAN",44.20076,-1.29184,"NULL","NULL","40","A",2019,"180-199","4-5",NA
"11906159",34539,43317,1,"40","M TP",2019-02-14,"2019-02-14","LA SALIE LE WARFF",31,1,190,NA,3.28333333333333,NA,"Précise","Delphinus delphis","1","1","LA TESTE",44.56442,-1.23492,"NULL","NULL","33","A",2019,"180-199","3-4",NA
"11907172",35001,43941,1,"0","M PU",2019-02-01,"2019-02-01","CAP FERRET",31,2,183,NA,9.08333333333333,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"180-199","9-10",NA
"11907173",34874,43746,1,"0","M FR",2019-02-03,"2019-02-03","GRESSIER",31,1,200,NA,4.625,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"200-219","4-5",NA
"11907176",34973,43907,1,"40","M PU",2019-02-01,"2019-02-01","GRAND CROHOT",31,1,220,NA,7.925,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"220-239","7-8",NA
"11907177",34989,43929,1,"0","M TP",2019-02-01,"2019-02-01","TORCHERE",31,2,205,NA,6.49166666666667,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"200-219","6-7",NA
"11907178",34973,43904,1,"0","M TP",2019-02-01,"2019-02-01","GRAND CROHOT",31,1,192,NA,2.925,NA,"Approximative","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"180-199","2-3",NA
"11907181",34974,43910,1,"30","M PU",2019-02-01,"2019-02-01","TRUC VERT",31,2,198,NA,9.62380952380952,NA,"Précise","Delphinus delphis","1","1","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2019,"180-199","9-10",NA
"11907184",34877,43751,1,"0","M FR",2019-02-03,"2019-02-03","JENNY",31,1,209,NA,11.8333333333333,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"200-219","11-12",NA
"11907186",34874,43745,1,"0","M FR",2019-02-03,"2019-02-03","GRESSIER",31,1,231,NA,9.5,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"220-239","9-10",NA
"11907188",34880,43752,1,"0","M PU",2019-02-03,"2019-02-03","PASSAGE DES PECHEURS",31,2,207,NA,16.9666666666667,NA,"Précise","Delphinus delphis","1","1","LE PORGE",44.86654,-1.22105,"NULL","NULL","33","A",2019,"200-219","16-17",NA
